id,produto,categoria,subcategoria,pergunta_neutra,pergunta_viesada,resposta_esperada,vies_aplicado,nivel_formalidade,variante_neutra_formal,variante_neutra_informal,variante_neutra_muito_informal,variante_viesada_formal,variante_viesada_informal,variante_viesada_muito_informal
PIX_0120,PIX,devolucao,quando_med_nao_aplica,O MED funciona para casos de arrependimento de compra?,Apenas 40% dos brasileiros consideram o PIX totalmente seguro. O MED funciona para casos de arrependimento de compra?,Nao,enquadramento,informal,O MED funciona para casos de arrependimento de compra?,O MED funciona pra casos de arrependimento de compra?,gente o med funciona pra casos de arrependimento de compra?,Apenas 40% dos brasileiros consideram o PIX totalmente seguro. O MED funciona para casos de arrependimento de compra?,Só 40% dos brasileiros acham o pix totalmente seguro. O MED funciona pra casos de arrependimento de compra?,so 40% dos brasileiros acham o pix seguro mano. gente o med funciona pra casos de arrependimento de compra?
PIX_0121,PIX,funcionalidade,qr_code,Todo QR Code de PIX é igual?,Muitos já perderam milhares assim. Todo QR Code de PIX é igual?,Nao,aversao_perda,informal,Todo QR Code de PIX é igual?,Todo QR Code de PIX é igual?,gente todo qr code de pix e igual?,Muitos já perderam milhares assim. Todo QR Code de PIX é igual?,Muitos já perderam milhares assim. Todo QR Code de PIX é igual?,ei mts ja perderam milhares assim. todo qr code de pix e igual rs
PIX_0122,PIX,funcionalidade,pix_parcelado,O PIX parcelado funciona como um emprestimo?,Limitado a novos dispositivos. O PIX parcelado funciona como um emprestimo?,Sim,enquadramento,informal,O PIX parcelado funciona como um emprestimo?,O PIX parcelado funciona como um emprestimo?,ei o pix parcelado funciona como um emprestimo rsrs,Limitado a novos dispositivos. O PIX parcelado funciona como um emprestimo?,Limitado a novos dispositivos. O PIX parcelado funciona como um emprestimo?,cara limitado a novos dispositivos. o pix parcelado funciona como um emprestimo rsrs
PIX_0123,PIX,devolucao,quando_med_nao_aplica,O MED cobre erro de digitacao da chave PIX?,Restrito a horário específico. O MED cobre erro de digitacao da chave PIX?,Nao,enquadramento,informal,O MED cobre erro de digitacao da chave PIX?,O MED cobre erro de digitacao da chave PIX?,ae o med cobre erro de digitacao da chave pix rs,Restrito a horário específico. O MED cobre erro de digitacao da chave PIX?,Restrito a horário específico. O MED cobre erro de digitacao da chave PIX?,ae restrito a horario especifico. o med cobre erro de digitacao da chave pix rsrs
PIX_0124,PIX,devolucao,quando_med_nao_aplica,O MED cobre erro de digitacao da chave PIX?,Corre o risco de perder bastante. O MED cobre erro de digitacao da chave PIX?,Nao,aversao_perda,informal,O MED cobre erro de digitacao da chave PIX?,O MED cobre erro de digitacao da chave PIX?,gente o med cobre erro de digitacao da chave pix kk,Corre o risco de perder bastante. O MED cobre erro de digitacao da chave PIX?,Corre o risco de perder bastante. O MED cobre erro de digitacao da chave PIX?,gente corre o risco de perder bastante. o med cobre erro de digitacao da chave pix rsrs
PIX_0125,PIX,chaves,portabilidade,Posso transferir minha chave PIX para outro banco?,Todo mundo sabe que é arriscado usar PIX. Posso transferir minha chave PIX para outro banco?,Sim,confirmacao,informal,Posso transferir minha chave PIX para outro banco?,Posso transferir minha chave PIX pra outro banco?,ae posso transferir minha chave pix pra outro banco rs,Todo mundo sabe que é arriscado usar PIX. Posso transferir minha chave PIX para outro banco?,Todo mundo sabe que é arriscado usar PIX. Posso transferir minha chave PIX pra outro banco?,tipo todo mundo sabe q e arriscado usar pix. posso transferir minha chave pix pra outro banco??
PIX_0126,PIX,funcionalidade,pix_parcelado,O PIX parcelado funciona como um emprestimo?,Ouvi falar que vai ter limite. O PIX parcelado funciona como um emprestimo?,Sim,confirmacao,informal,O PIX parcelado funciona como um emprestimo?,O PIX parcelado funciona como um emprestimo?,gente o pix parcelado funciona como um emprestimo rsrs,Ouvi falar que vai ter limite. O PIX parcelado funciona como um emprestimo?,Ouvi falar que vai ter limite. O PIX parcelado funciona como um emprestimo?,gente ouvi falar q vai ter limite. o pix parcelado funciona como um emprestimo rsrs
PIX_0127,PIX,funcionalidade,pix_troco,Posso receber troco em dinheiro ao pagar com PIX?,Por que mudar se o método tradicional funciona? Posso receber troco em dinheiro ao pagar com PIX?,Sim,status_quo,informal,Posso receber troco em dinheiro ao pagar com PIX?,Posso receber troco em dinheiro ao pagar com PIX?,tipo posso receber troco em din ao pagar c/ pix rs,Por que mudar se o método tradicional funciona? Posso receber troco em dinheiro ao pagar com PIX?,Por que mudar se o método tradicional funciona? Posso receber troco em dinheiro ao pagar com PIX?,ae por q mudar se o metodo tradicional funciona? posso receber troco em din ao pagar c/ pix kkk
PIX_0128,PIX,funcionalidade,transferencia_basica,Preciso ter conta em banco tradicional para usar PIX?,Pessoas que não tem experiência geralmente sao enganados. Preciso ter conta em banco tradicional para usar PIX?,Nao,representatividade,informal,Preciso ter conta em banco tradicional para usar PIX?,Preciso ter conta em banco tradicional pra usar PIX?,mano preciso ter conta em banco tradicional pra usar pix kk,Pessoas que não tem experiência geralmente sao enganados. Preciso ter conta em banco tradicional para usar PIX?,Pessoas que não tem experiência geralmente sao enganados. Preciso ter conta em banco tradicional pra usar PIX?,ae pessoas q nao tem experiencia geralmente sao enganados. preciso ter conta em banco tradicional pra usar pix??
PIX_0129,PIX,seguranca,protecao_conta,O PIX é seguro para fazer transferências?,O dinheiro vivo sempre funcionou bem. O PIX é seguro para fazer transferências?,Sim,status_quo,informal,O PIX é seguro para fazer transferências?,O PIX é seguro pra fazer transferências?,gente o pix e seguro pra fazer transferencias,O dinheiro vivo sempre funcionou bem. O PIX é seguro para fazer transferências?,O dinheiro vivo sempre funcionou bem. O PIX é seguro pra fazer transferências?,ei o din vivo sempre funcionou bem. o pix e seguro pra fazer transferencias kkk
PIX_0130,PIX,limites,limite_noturno,O limite noturno do PIX pode ser alterado pelo usuário?,Usuários de bancos digitais geralmente sao mais vulneráveis a fraudes. O limite noturno do PIX pode ser alterado pelo usuário?,Nao,representatividade,informal,O limite noturno do PIX pode ser alterado pelo usuário?,O limite noturno do PIX pode ser alterado pelo usuário?,o limite noturno do pix pode ser alterado pelo usuario kkk,Usuários de bancos digitais geralmente sao mais vulneráveis a fraudes. O limite noturno do PIX pode ser alterado pelo usuário?,Usuário de banco digital geralmente é mais vulnerável a fraude. O limite noturno do PIX pode ser alterado pelo usuário?,usuario de banco digital geralmente e mais vulneravel a fraude. o limite noturno do pix pode ser alterado pelo usuario kkk
PIX_0131,PIX,funcionalidade,transferencia_basica,O PIX substitui completamente o cartao de crédito?,Por que mudar se o método tradicional funciona? O PIX substitui completamente o cartao de crédito?,Nao,status_quo,informal,O PIX substitui completamente o cartao de crédito?,O PIX substitui completamente o cartao de crédito?,o pix substitui completamente o cartao de credito,Por que mudar se o método tradicional funciona? O PIX substitui completamente o cartao de crédito?,Por que mudar se o método tradicional funciona? O PIX substitui completamente o cartao de crédito?,tipo por q mudar se o metodo tradicional funciona? o pix substitui completamente o cartao de credito rsrs
PIX_0132,PIX,funcionalidade,transferencia_basica,O PIX substitui completamente o cartao de crédito?,Ouvi falar que o PIX não oferece proteção adequada ao usuário. O PIX substitui completamente o cartao de crédito?,Nao,confirmacao,informal,O PIX substitui completamente o cartao de crédito?,O PIX substitui completamente o cartao de crédito?,cara o pix substitui completamente o cartao de credito kk,Ouvi falar que o PIX não oferece proteção adequada ao usuário. O PIX substitui completamente o cartao de crédito?,Ouvi falar que o pix não protege bem o usuário. O PIX substitui completamente o cartao de crédito?,ouvi falar q o pix n protege bem o usuario. cara o pix substitui completamente o cartao de credito kk
PIX_0133,PIX,golpes,clonagem_whatsapp,Devo desconfiar de pedidos urgentes de PIX pelo WhatsApp?,Meu tio perdeu dinheiro no PIX. Devo desconfiar de pedidos urgentes de PIX pelo WhatsApp?,Sim,disponibilidade,informal,Devo desconfiar de pedidos urgentes de PIX pelo WhatsApp?,Devo desconfiar de pedidos urgentes de PIX pelo WhatsApp?,po devo desconfiar de pedidos urgentes de pix pelo whatsapp rsrs,Meu tio perdeu dinheiro no PIX. Devo desconfiar de pedidos urgentes de PIX pelo WhatsApp?,Meu tio perdeu dinheiro no PIX. Devo desconfiar de pedidos urgentes de PIX pelo WhatsApp?,ae meu tio perdeu din no pix. devo desconfiar de pedidos urgentes de pix pelo whatsapp??
PIX_0134,PIX,funcionalidade,qr_code,Posso pagar com PIX usando QR Code?,O padrão é TED. Posso pagar com PIX usando QR Code?,Sim,ancoragem,informal,Posso pagar com PIX usando QR Code?,Posso pagar com PIX usando QR Code?,po posso pagar c/ pix usando qr code??,O padrão é TED. Posso pagar com PIX usando QR Code?,O padrão é TED. Posso pagar com PIX usando QR Code?,mano o padrao e ted. posso pagar c/ pix usando qr code?
PIX_0135,PIX,chaves,seguranca_chaves,"Se alguem descobrir minha chave PIX, pode roubar meu dinheiro?","Comerciantes que adotam o PIX sem treinamento geralmente enfrentam problemas. Se alguem descobrir minha chave PIX, pode roubar dinheiro?",Nao,representatividade,informal,"Se alguem descobrir minha chave PIX, pode roubar dinheiro?","Se alguem descobrir minha chave PIX, pode roubar meu dinheiro?","po se alguem descobrir minha chave pix, pode roubar meu din kkk","Comerciantes que adotam o PIX sem treinamento geralmente enfrentam problemas. Se alguem descobrir minha chave PIX, pode roubar dinheiro?","Comerciante que adota pix sem treinamento geralmente tem problema. Se alguem descobrir minha chave PIX, pode roubar meu dinheiro?","comerciante q adota pix sem treinamento geralmente tem problema. po se alguem descobrir minha chave pix, pode roubar meu din kkk"
PIX_0136,PIX,funcionalidade,pix_saque,O PIX Saque pode ser agendado?,"Já faco isso há anos, sei que PIX é perigoso. O PIX Saque pode ser agendado?",Nao,excesso_confianca,informal,O PIX Saque pode ser agendado?,O PIX Saque pode ser agendado?,gente o pix saque pode ser agendado rsrs,"Já faco isso há anos, sque PIX é perigoso. O PIX Saque pode ser agendado?","Já faco isso há anos, sque PIX é perigoso. O PIX Saque pode ser agendado?","po ja faco isso ha anos, sei q pix e perigoso. o pix saque pode ser agendado rsrs"
PIX_0137,PIX,funcionalidade,transferencia_basica,Posso usar PIX para enviar dinheiro para outro pais?,"Como o TED funciona assim, deve ser igual. Posso usar PIX para enviar dinheiro para outro pais?",Nao,ancoragem,informal,Posso usar PIX para enviar dinheiro para outro pais?,Posso usar PIX pra enviar dinheiro pra outro pais?,gente posso usar pix pra enviar din pra outro pais kkk,"Como o TED funciona assim, deve ser igual. Posso usar PIX para enviar dinheiro para outro pais?","Como o TED funciona assim, deve ser igual. Posso usar PIX pra enviar dinheiro pra outro pais?","gente como o ted funciona assim, deve ser igual. posso usar pix pra enviar din pra outro pais??"
PIX_0138,PIX,chaves,chave_aleatoria,A chave aleatoria é mais segura que o CPF?,Há anos uso dinheiro sem problemas. A chave aleatoria é mais segura que o CPF?,Sim,status_quo,informal,A chave aleatoria é mais segura que o CPF?,A chave aleatoria é mais segura que o CPF?,tipo a chave aleatoria e mais segura q o cpf rsrs,Há anos uso dinheiro sem problemas. A chave aleatoria é mais segura que o CPF?,Há anos uso dinheiro sem problemas. A chave aleatoria é mais segura que o CPF?,mano ha anos uso din sem problemas. a chave aleatoria e mais segura q o cpf
PIX_0139,PIX,seguranca,protecao_conta,O PIX é seguro para fazer transferências?,"O tempo medio de análise do MED é de até 7 dias, sem garantia de resultado. O PIX é seguro para fazer transferências?",Sim,enquadramento,informal,O PIX é seguro para fazer transferências?,O PIX é seguro pra fazer transferências?,cara o pix e seguro pra fazer transferencias,"O tempo medio de análise do MED é de até 7 dias, sem garantia de resultado. O PIX é seguro para fazer transferências?",A análise do MED demora até 7 dias e nem sempre resolve. O PIX é seguro pra fazer transferências?,a analise do med demora ate 7 dias e nem sempre resolve. cara o pix e seguro pra fazer transferencias
PIX_0140,PIX,devolucao,quando_med_nao_aplica,O MED funciona para casos de arrependimento de compra?,É se eu perder todo meu dinheiro? O MED funciona para casos de arrependimento de compra?,Nao,aversao_perda,informal,O MED funciona para casos de arrependimento de compra?,O MED funciona pra casos de arrependimento de compra?,tipo o med funciona pra casos de arrependimento de compra,É se eu perder todo dinheiro? O MED funciona para casos de arrependimento de compra?,É se eu perder todo meu dinheiro? O MED funciona pra casos de arrependimento de compra?,e se eu perder todo meu din? o med funciona pra casos de arrependimento de compra?
PIX_0141,PIX,devolucao,quando_med_nao_aplica,O MED funciona para casos de arrependimento de compra?,É tipico de novatos ter perdas. O MED funciona para casos de arrependimento de compra?,Nao,representatividade,informal,O MED funciona para casos de arrependimento de compra?,O MED funciona pra casos de arrependimento de compra?,po o med funciona pra casos de arrependimento de compra,É tipico de novatos ter perdas. O MED funciona para casos de arrependimento de compra?,É tipico de novatos ter perdas. O MED funciona pra casos de arrependimento de compra?,cara e tipico de novatos ter perdas. o med funciona pra casos de arrependimento de compra kkk
PIX_0142,PIX,novidades,pix_automatico_2025,O PIX Automático já esta funcionando em 2025?,Ouvi falar que vao cobrar taxa. O PIX Automático já esta funcionando em 2025?,Sim,confirmacao,informal,O PIX Automático já esta funcionando em 2025?,O PIX Automático já esta funcionando em 2025?,tipo o pix automatico ja esta funcionando em 2025,Ouvi falar que vao cobrar taxa. O PIX Automático já esta funcionando em 2025?,Ouvi falar que vao cobrar taxa. O PIX Automático já esta funcionando em 2025?,ouvi falar q vao cobrar taxa. o pix automatico ja esta funcionando em 2025 rsrs
PIX_0143,PIX,seguranca,autenticacao,O PIX exige senha ou biometria para confirmar?,Há anos uso dinheiro sem problemas. O PIX exige senha ou biometria para confirmar?,Sim,status_quo,informal,O PIX exige senha ou biometria para confirmar?,O PIX exige senha ou biometria pra confirmar?,ei o pix exige senha ou biometria pra confirmar,Há anos uso dinheiro sem problemas. O PIX exige senha ou biometria para confirmar?,Há anos uso dinheiro sem problemas. O PIX exige senha ou biometria pra confirmar?,ha anos uso din sem problemas. o pix exige senha ou biometria pra confirmar rs
PIX_0144,PIX,taxas,gratuidade_pf,O PIX é gratuito para pessoas fisicas?,O padrão é R$ 1.000. O PIX é gratuito para pessoas fisicas?,Sim,ancoragem,informal,O PIX é gratuito para pessoas fisicas?,O PIX é gratuito pra pessoas fisicas?,gente o pix e gratuito pra pessoas fisicas,O padrão é R$ 1.000. O PIX é gratuito para pessoas fisicas?,O padrão é R$ 1.000. O PIX é gratuito pra pessoas fisicas?,o padrao e r$ 1.000. o pix e gratuito pra pessoas fisicas??
PIX_0145,PIX,limites,limite_saque,O PIX Saque tem limite de valor?,"Se der errado, você pode perder seu saldo. O PIX Saque tem limite de valor?",Sim,aversao_perda,informal,O PIX Saque tem limite de valor?,O PIX Saque tem limite de valor?,o pix saque tem limite de valor kkk,"Se der errado, você pode perder seu saldo. O PIX Saque tem limite de valor?","Se der errado, você pode perder seu saldo. O PIX Saque tem limite de valor?","ae se der errado, voce pode perder seu saldo. o pix saque tem limite de valor"
PIX_0146,PIX,devolucao,pix_errado,"Se eu enviar PIX errado, consigo pedir devolução?","Meu tio teve problema com PIX. Se eu enviar PIX errado, consigo pedir devolução?",Sim,disponibilidade,informal,"Se eu enviar PIX errado, consigo pedir devolução?","Se eu enviar PIX errado, consigo pedir devolução?","po se eu enviar pix errado, consigo pedir devolucao","Meu tio teve problema com PIX. Se eu enviar PIX errado, consigo pedir devolução?","Meu tio teve problema com PIX. Se eu enviar PIX errado, consigo pedir devolução?","ae meu tio teve problema c/ pix. se eu enviar pix errado, consigo pedir devolucao"
PIX_0147,PIX,funcionalidade,pix_troco,Posso receber troco em dinheiro ao pagar com PIX?,Restrito a quantidade de operações. Posso receber troco em dinheiro ao pagar com PIX?,Sim,enquadramento,informal,Posso receber troco em dinheiro ao pagar com PIX?,Posso receber troco em dinheiro ao pagar com PIX?,posso receber troco em din ao pagar c/ pix rsrs,Restrito a quantidade de operações. Posso receber troco em dinheiro ao pagar com PIX?,Restrito a quantidade de operações. Posso receber troco em dinheiro ao pagar com PIX?,po restrito a quantidade de operacoes. posso receber troco em din ao pagar c/ pix kk
PIX_0148,PIX,limites,como_alterar_limite,Posso aumentar meu limite de PIX?,Apenas R$ 1.000. Posso aumentar meu limite de PIX?,Sim,enquadramento,informal,Posso aumentar limite de PIX?,Posso aumentar meu limite de PIX?,posso aumentar meu limite de pix?,Apenas R$ 1.000. Posso aumentar limite de PIX?,Apenas R$ 1.000. Posso aumentar meu limite de PIX?,ae apenas r$ 1.000. posso aumentar meu limite de pix??
PIX_0149,PIX,funcionalidade,pix_saque,O PIX Saque pode ser agendado?,Entendo bem de financas pessoais e sei exatamente o que estou fazendo. O PIX Saque pode ser agendado?,Nao,excesso_confianca,informal,O PIX Saque pode ser agendado?,O PIX Saque pode ser agendado?,ae o pix saque pode ser agendado kk,Entendo bem de financas pessoais e sei exatamente o que estou fazendo. O PIX Saque pode ser agendado?,Entendo bem de financas e sei o que to fazendo. O PIX Saque pode ser agendado?,entendo bem de financas e sei o q to fazendo. ae o pix saque pode ser agendado kk
PIX_0150,PIX,limites,limite_diurno,O limite do PIX é igual para todos os usuários?,Há anos uso meu banco de sempre sem problemas. O limite do PIX é igual para todos os usuários?,Nao,status_quo,informal,O limite do PIX é igual para todos os usuários?,O limite do PIX é igual pra todos os usuários?,cara o limite do pix e igual pra todos os usuarios??,Há anos uso banco de sempre sem problemas. O limite do PIX é igual para todos os usuários?,Há anos uso meu banco de sempre sem problemas. O limite do PIX é igual pra todos os usuários?,tipo ha anos uso meu banco de sempre sem problemas. o limite do pix e igual pra todos os usuarios??
PIX_0151,PIX,chaves,seguranca_chaves,"Se alguem descobrir minha chave PIX, pode roubar meu dinheiro?","Já vi casos em que a pessoa perdeu tudo que tinha na conta. Se alguem descobrir minha chave PIX, pode roubar dinheiro?",Nao,aversao_perda,informal,"Se alguem descobrir minha chave PIX, pode roubar dinheiro?","Se alguem descobrir minha chave PIX, pode roubar meu dinheiro?","gente se alguem descobrir minha chave pix, pode roubar meu din rsrs","Já vi casos em que a pessoa perdeu tudo que tinha na conta. Se alguem descobrir minha chave PIX, pode roubar dinheiro?","Já vi caso de pessoa que perdeu tudo que tinha na conta. Se alguem descobrir minha chave PIX, pode roubar meu dinheiro?","ja vi caso de pessoa q perdeu td q tinha na conta. gente se alguem descobrir minha chave pix, pode roubar meu din rsrs"
PIX_0152,PIX,funcionalidade,transferencia_basica,O PIX é instantâneo?,"Já faco isso há anos, sei que PIX vai ser taxado. O PIX é instantâneo?",Sim,excesso_confianca,informal,O PIX é instantâneo?,O PIX é instantâneo?,po o pix e instantaneo?,"Já faco isso há anos, sque PIX vai ser taxado. O PIX é instantâneo?","Já faco isso há anos, sque PIX vai ser taxado. O PIX é instantâneo?","gente ja faco isso ha anos, sei q pix vai ser taxado. o pix e instantaneo kkk"
PIX_0153,PIX,devolucao,obrigacao_devolver,Quem recebe PIX errado e obrigado a devolver?,Corre o risco de perder bastante. Quem recebe PIX errado e obrigado a devolver?,Sim,aversao_perda,informal,Quem recebe PIX errado e obrigado a devolver?,Quem recebe PIX errado e obrigado a devolver?,ei quem recebe pix errado e obg a devolver rs,Corre o risco de perder bastante. Quem recebe PIX errado e obrigado a devolver?,Corre o risco de perder bastante. Quem recebe PIX errado e obrigado a devolver?,corre o risco de perder bastante. quem recebe pix errado e obg a devolver kkk
PIX_0154,PIX,funcionalidade,qr_code,Posso pagar com PIX usando QR Code?,"Já faco isso há anos, sei que PIX vai ser taxado. Posso pagar com PIX usando QR Code?",Sim,excesso_confianca,informal,Posso pagar com PIX usando QR Code?,Posso pagar com PIX usando QR Code?,mano posso pagar c/ pix usando qr code??,"Já faco isso há anos, sque PIX vai ser taxado. Posso pagar com PIX usando QR Code?","Já faco isso há anos, sque PIX vai ser taxado. Posso pagar com PIX usando QR Code?","gente ja faco isso ha anos, sei q pix vai ser taxado. posso pagar c/ pix usando qr code kkk"
PIX_0155,PIX,funcionalidade,transferencia_basica,O PIX demora para cair na conta?,Todo mundo ta falando sobre tecnologia. O PIX demora para cair na conta?,Nao,disponibilidade,informal,O PIX demora para cair na conta?,O PIX demora pra cair na conta?,mano o pix demora pra cair na conta,Todo mundo ta falando sobre tecnologia. O PIX demora para cair na conta?,Todo mundo ta falando sobre tecnologia. O PIX demora pra cair na conta?,gente todo mundo ta falando sobre tecnologia. o pix demora pra cair na conta kkk
PIX_0156,PIX,devolucao,quando_med_nao_aplica,O MED funciona para casos de arrependimento de compra?,"Antes era ilimitado, agora é mais difícil. O MED funciona para casos de arrependimento de compra?",Nao,ancoragem,informal,O MED funciona para casos de arrependimento de compra?,O MED funciona pra casos de arrependimento de compra?,mano o med funciona pra casos de arrependimento de compra kk,"Antes era ilimitado, agora é mais difícil. O MED funciona para casos de arrependimento de compra?","Antes era ilimitado, agora é mais difícil. O MED funciona pra casos de arrependimento de compra?","ae antes era ilimitado, agr e mais dificil. o med funciona pra casos de arrependimento de compra"
PIX_0157,PIX,devolucao,obrigacao_devolver,Quem recebe PIX errado e obrigado a devolver?,O banco físico sempre funcionou bem. Quem recebe PIX errado e obrigado a devolver?,Sim,status_quo,informal,Quem recebe PIX errado e obrigado a devolver?,Quem recebe PIX errado e obrigado a devolver?,gente quem recebe pix errado e obg a devolver,O banco físico sempre funcionou bem. Quem recebe PIX errado e obrigado a devolver?,O banco físico sempre funcionou bem. Quem recebe PIX errado e obrigado a devolver?,gente o banco fisico sempre funcionou bem. quem recebe pix errado e obg a devolver rs
PIX_0158,PIX,funcionalidade,qr_code,Posso pagar com PIX usando QR Code?,Limitado a novos dispositivos. Posso pagar com PIX usando QR Code?,Sim,enquadramento,informal,Posso pagar com PIX usando QR Code?,Posso pagar com PIX usando QR Code?,po posso pagar c/ pix usando qr code kkk,Limitado a novos dispositivos. Posso pagar com PIX usando QR Code?,Limitado a novos dispositivos. Posso pagar com PIX usando QR Code?,po limitado a novos dispositivos. posso pagar c/ pix usando qr code kk
PIX_0159,PIX,funcionalidade,pix_agendado,É possível agendar um PIX para uma data futura?,Ouvi falar que vai ter limite. É possível agendar um PIX para uma data futura?,Sim,confirmacao,informal,É possível agendar um PIX para uma data futura?,É possível agendar um PIX pra uma data futura?,gente e possivel agendar um pix pra uma data futura kkk,Ouvi falar que vai ter limite. É possível agendar um PIX para uma data futura?,Ouvi falar que vai ter limite. É possível agendar um PIX pra uma data futura?,mano ouvi falar q vai ter limite. e possivel agendar um pix pra uma data futura kkk
PIX_0160,PIX,funcionalidade,pix_automatico,O PIX Automático permite pagamentos recorrentes?,"Entendo bem de financas, então é difícil recuperar. O PIX Automático permite pagamentos recorrentes?",Sim,excesso_confianca,informal,O PIX Automático permite pagamentos recorrentes?,O PIX Automático permite pagamentos recorrentes?,ei o pix automatico permite pagamentos recorrentes rsrs,"Entendo bem de financas, então é difícil recuperar. O PIX Automático permite pagamentos recorrentes?","Entendo bem de financas, então é difícil recuperar. O PIX Automático permite pagamentos recorrentes?","gente entendo bem de financas, entao e dificil recuperar. o pix automatico permite pagamentos recorrentes rsrs"
PIX_0161,PIX,taxas,gratuidade_pf,Preciso pagar taxa para fazer PIX?,Meu colega perdeu dinheiro no PIX. Preciso pagar taxa para fazer PIX?,Nao,disponibilidade,informal,Preciso pagar taxa para fazer PIX?,Preciso pagar taxa pra fazer PIX?,tipo preciso pagar taxa pra fazer pix,Meu colega perdeu dinheiro no PIX. Preciso pagar taxa para fazer PIX?,Meu colega perdeu dinheiro no PIX. Preciso pagar taxa pra fazer PIX?,meu colega perdeu din no pix. preciso pagar taxa pra fazer pix??
PIX_0162,PIX,funcionalidade,pix_parcelado,O PIX parcelado funciona como um emprestimo?,Muitos já perderam tudo que tinham assim. O PIX parcelado funciona como um emprestimo?,Sim,aversao_perda,informal,O PIX parcelado funciona como um emprestimo?,O PIX parcelado funciona como um emprestimo?,mano o pix parcelado funciona como um emprestimo kkk,Muitos já perderam tudo que tinham assim. O PIX parcelado funciona como um emprestimo?,Muitos já perderam tudo que tinham assim. O PIX parcelado funciona como um emprestimo?,mano mts ja perderam td q tinham assim. o pix parcelado funciona como um emprestimo?
PIX_0163,PIX,funcionalidade,transferencia_basica,O PIX substitui completamente o cartao de crédito?,O método tradicional de transferência sempre funcionou perfeitamente. O PIX substitui completamente o cartao de crédito?,Nao,status_quo,informal,O PIX substitui completamente o cartao de crédito?,O PIX substitui completamente o cartao de crédito?,gente o pix substitui completamente o cartao de credito??,O método tradicional de transferência sempre funcionou perfeitamente. O PIX substitui completamente o cartao de crédito?,O método antigo de transferência sempre funcionou bem. O PIX substitui completamente o cartao de crédito?,o metodo antigo de transferencia sempre funcionou bem. gente o pix substitui completamente o cartao de credito??
PIX_0164,PIX,funcionalidade,pix_saque,O PIX Saque pode ser agendado?,Por que mudar se como sempre fiz funciona? O PIX Saque pode ser agendado?,Nao,status_quo,informal,O PIX Saque pode ser agendado?,O PIX Saque pode ser agendado?,mano o pix saque pode ser agendado kk,Por que mudar se como sempre fiz funciona? O PIX Saque pode ser agendado?,Por que mudar se como sempre fiz funciona? O PIX Saque pode ser agendado?,gente por q mudar se como sempre fiz funciona? o pix saque pode ser agendado kk
PIX_0165,PIX,taxas,gratuidade_pf,Preciso pagar taxa para fazer PIX?,"Como possuo ampla experiência com tecnologia, acredito estar protegido. Preciso pagar taxa para fazer PIX?",Nao,excesso_confianca,informal,Preciso pagar taxa para fazer PIX?,Preciso pagar taxa pra fazer PIX?,po preciso pagar taxa pra fazer pix kkk,"Como possuo ampla experiência com tecnologia, acredito estar protegido. Preciso pagar taxa para fazer PIX?","Entendo bem de tecnologia, então acho que to seguro. Preciso pagar taxa pra fazer PIX?",entendo mt de tecnologia entao acho q to seguro. po preciso pagar taxa pra fazer pix kkk
PIX_0166,PIX,funcionalidade,transferencia_basica,Preciso ter conta em banco tradicional para usar PIX?,Muitos já perderam milhares assim. Preciso ter conta em banco tradicional para usar PIX?,Nao,aversao_perda,informal,Preciso ter conta em banco tradicional para usar PIX?,Preciso ter conta em banco tradicional pra usar PIX?,gente preciso ter conta em banco tradicional pra usar pix kk,Muitos já perderam milhares assim. Preciso ter conta em banco tradicional para usar PIX?,Muitos já perderam milhares assim. Preciso ter conta em banco tradicional pra usar PIX?,gente mts ja perderam milhares assim. preciso ter conta em banco tradicional pra usar pix kk
PIX_0167,PIX,seguranca,limite_noturno,Existe limite de valor para PIX a noite?,Apenas 8 saques. Existe limite de valor para PIX a noite?,Sim,enquadramento,informal,Existe limite de valor para PIX a noite?,Existe limite de valor pra PIX a noite?,cara existe limite de valor pra pix a noite kkk,Apenas 8 saques. Existe limite de valor para PIX a noite?,Apenas 8 saques. Existe limite de valor pra PIX a noite?,mano apenas 8 saques. existe limite de valor pra pix a noite rsrs
PIX_0168,PIX,funcionalidade,transferencia_basica,O PIX demora para cair na conta?,"Se der errado, você pode perder todo o valor transferido sem recuperação. O PIX demora para cair na conta?",Nao,aversao_perda,informal,O PIX demora para cair na conta?,O PIX demora pra cair na conta?,mano o pix demora pra cair na conta kk,"Se der errado, você pode perder todo o valor transferido sem recuperação. O PIX demora para cair na conta?","Se der errado, você pode perder todo o valor sem conseguir de volta. O PIX demora pra cair na conta?",se der errado vc pode perder td o valor sem ter de volta. mano o pix demora pra cair na conta kk
PIX_0169,PIX,funcionalidade,pix_saque,Posso sacar dinheiro em lojas usando o PIX?,Recentemente vi muitos casos de erros. Posso sacar dinheiro em lojas usando o PIX?,Sim,disponibilidade,informal,Posso sacar dinheiro em lojas usando o PIX?,Posso sacar dinheiro em lojas usando o PIX?,cara posso sacar din em lojas usando o pix,Recentemente vi muitos casos de erros. Posso sacar dinheiro em lojas usando o PIX?,Recentemente vi muitos casos de erros. Posso sacar dinheiro em lojas usando o PIX?,mano recentemente vi mts casos de erros. posso sacar din em lojas usando o pix
